OBJECTID,Block Group identifier,Population for poverty,Population in households under 2 times poverty,Percent Low Income,Total Population,Population Not Hispanic or Latino only,Total Minority,Percent Minority,Total Households,Households with Limited English Proficiency,Percent Households with Limited English Proficiency,Overburdened Community Criteria,Block Group - Tribal,Block Group County Subdivision,County,Municipality,Municipality Code,Split Block Group,Split Municipality,GLOBALID,Shape__Area,Shape__Length
3249,3.4039E+11,1155,527,45.62770563,1155,163,992,85.88744589,357,167,46.77871148,"Low Income, Minority, and Limited English",Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,e2bc5d91-359e-475f-a665-e7fbfdcefe8d,1025769.495,4242.177145
3250,3.4039E+11,1716,580,33.7995338,1716,137,1579,92.01631702,825,335,40.60606061,Minority and Limited English,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,a2ee5c9b-8b80-4e70-ac91-363c67390223,4547497.736,13291.54608
3251,3.4039E+11,1578,521,33.01647655,1578,609,969,61.40684411,654,209,31.95718654,Minority,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,ac230d3e-0d93-45dd-9854-0802c7b9c804,1504957.942,5445.757016
3252,3.4039E+11,986,116,11.76470588,986,259,727,73.73225152,282,53,18.79432624,Minority,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,b84a85c0-54a0-499d-a6a1-f2f422433392,1608037.365,5590.648426
3253,3.4039E+11,862,307,35.61484919,862,228,634,73.54988399,228,115,50.43859649,"Low Income, Minority, and Limited English",Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,f607dc57-ec27-4cfb-b657-e86e1e8852e8,1314163.811,5062.931651
3254,3.4039E+11,1469,675,45.9496256,1469,145,1324,90.12933969,712,124,17.41573034,Low Income and Minority,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,93fa8d67-0508-4ac7-afd0-7604bbb30f1e,3215819.381,10927.76822
3255,3.4039E+11,388,182,46.90721649,388,0,388,100,156,33,21.15384615,Low Income and Minority,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,2ea7ed6e-e0dc-4a78-8d8a-eb80723867b2,687623.3213,3933.699122
3256,3.4039E+11,2142,798,37.25490196,2142,229,1913,89.30905696,844,282,33.41232227,Low Income and Minority,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,f3e33f44-3341-4a56-a3fa-7221959064b1,1285631.488,4688.4844
3257,3.4039E+11,1035,496,47.92270531,1035,105,930,89.85507246,316,177,56.01265823,"Low Income, Minority, and Limited English",Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,10c93d1f-7040-45da-9b61-521e1d3a78a3,1459129.243,5163.714591
3258,3.4039E+11,2203,680,30.86699955,2208,490,1718,77.80797101,919,175,19.04243743,Minority,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,0291fb4c-d6ca-483a-b67e-e0b30e817e63,2862931.869,7696.747596
3259,3.4039E+11,1112,317,28.50719424,1112,234,878,78.95683453,405,73,18.02469136,Minority,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,c7cac012-2533-439e-b5f1-8f75bd950df3,4169582.632,9331.66582
3260,3.4039E+11,1082,584,53.974122,1082,124,958,88.53974122,392,171,43.62244898,"Low Income, Minority, and Limited English",Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,af81ed89-5236-4612-9564-3ee0960edc4f,745993.0902,3699.329082
3261,3.4039E+11,2032,1101,54.18307087,2032,224,1808,88.97637795,746,226,30.29490617,Low Income and Minority,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,46069ae8-2e81-4ca4-9b7b-1be6bd6f7f1b,1965834.529,8532.821318
3262,3.4039E+11,2099,771,36.73177704,2107,64,2043,96.96250593,928,342,36.85344828,Low Income and Minority,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,f1680a5f-2a7f-45c5-adf9-a9fb37c13edb,2570988.521,10333.39653
3263,3.4039E+11,1381,706,51.12237509,1381,105,1276,92.3968139,326,37,11.34969325,Low Income and Minority,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,4c56bfa9-9fec-4539-b934-dcc619a27be6,1292466.339,4652.784747
3264,3.4039E+11,651,249,38.24884793,651,88,563,86.48233487,274,60,21.89781022,Low Income and Minority,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,143812b8-ee08-497e-b399-7aba56dc2490,2404527.361,7406.23646
3265,3.4039E+11,1774,662,37.3167982,1774,604,1170,65.95264938,657,159,24.20091324,Low Income and Minority,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,5a4cccb6-d0c5-4d96-8a7b-d7160fb64e6f,2220622.18,6220.114183
3266,3.4039E+11,2588,966,37.32612056,2588,273,2315,89.45131376,835,396,47.4251497,"Low Income, Minority, and Limited English",Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,91da5bc4-840f-41cf-a8fc-9482f84beb5d,2716087.608,7152.37613
3267,3.4039E+11,1168,617,52.82534247,1168,48,1120,95.89041096,316,121,38.29113924,Low Income and Minority,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,4d199555-7f12-4679-b9a1-41b13a51a544,1200943.635,4626.446726
3268,3.4039E+11,2217,996,44.9255751,2243,129,2114,94.24877396,959,597,62.25234619,"Low Income, Minority, and Limited English",Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,fb2dddb7-116b-43e2-bd71-28a98d7c901a,2013789.421,8907.833895
3269,3.4039E+11,1454,815,56.0522696,1489,136,1353,90.86635326,441,195,44.21768707,"Low Income, Minority, and Limited English",Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,1ebcb6ac-b999-42ea-a43b-1f9708252122,1089239.014,4403.158735
3270,3.4039E+11,3022,1309,43.31568498,3022,242,2780,91.99205824,1141,413,36.19631902,Low Income and Minority,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,787adab1-d6e6-45b6-886d-5f3e7e624804,1178074.915,5170.336399
3271,3.4039E+11,1915,557,29.08616188,1930,299,1631,84.50777202,703,149,21.19487909,Minority,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,90a90a7c-48ca-4acc-b4e1-cd5df2a41c00,2756400.504,7124.600757
3272,3.4039E+11,2140,554,25.88785047,2319,186,2133,91.97930142,773,178,23.02716688,Minority,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,5f841880-6310-49fb-a39d-444adc12e244,1631706.676,6210.570688
3273,3.4039E+11,1352,758,56.06508876,1352,164,1188,87.86982249,633,227,35.86097946,Low Income and Minority,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,3c1621c4-9f1c-4062-a39e-4ea69e0f8b41,1768601.185,6849.722661
3274,3.4039E+11,1807,748,41.39457665,1807,247,1560,86.33093525,802,313,39.02743142,Low Income and Minority,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,cb943bd0-1870-45a7-8e72-8628dff22b17,1363304.818,5414.179988
3275,3.4039E+11,990,205,20.70707071,1183,375,808,68.30092984,412,105,25.48543689,Minority,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,01b7c36e-1fd9-4bcc-a4bd-7b8230b7dd02,2508151.787,6601.560515
3276,3.4039E+11,3819,1361,35.63760147,3819,738,3081,80.67556952,1011,324,32.04747774,Low Income and Minority,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,00216224-9d14-4e94-b21e-7c4c12a387ed,2733074.668,7551.886824
3277,3.4039E+11,2302,980,42.5716768,2302,353,1949,84.66550825,697,161,23.0989957,Low Income and Minority,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,a773b0d9-50f3-4339-b6c1-f21eb714c9c5,2314791.044,7208.811799
3278,3.4039E+11,1616,929,57.48762376,1616,17,1599,98.9480198,505,113,22.37623762,Low Income and Minority,Block Group,3403921000,UNION,Elizabeth City,2004,Not a Split Block Group,Not Applicable,bc2b200d-37d9-44ba-98a5-0d3873cb17bd,2723287.8,7283.802838
